,XOM,MRO,OXY
2019-12-10,14283425,8363555,12618009
2019-12-11,13748805,7991428,7862983
2019-12-12,17074900,10808860,9483871
2019-12-13,12276521,9688674,9888602
2019-12-16,15209258,10286387,9574113
2019-12-17,14457719,11856434,13580214
2019-12-18,13652308,12425128,9416696
2019-12-19,13278703,11183659,7469391
2019-12-20,35093469,20635187,17276173
2019-12-23,14173807,10030776,10019939
2019-12-24,3979442,4065022,4696328
2019-12-25,3979442,4065022,4696328
2019-12-26,8842249,7329294,6050153
2019-12-27,10518520,7387007,7054657
2019-12-30,12691254,6504938,10494209
2019-12-31,13158024,7027777,10374814
2020-01-01,13158024,7027777,10374814
2020-01-02,12406912,10127979,12791380
2020-01-03,17390568,14861485,15099860
2020-01-06,20082493,12023778,16660648
2020-01-07,17496314,9623861,12171792
2020-01-08,15140731,15595341,12253385
2020-01-09,14812442,14048333,14636205
2020-01-10,11997133,11210280,10543314
2020-01-13,9965210,12674675,8457171
2020-01-14,16267403,11710731,12187350
2020-01-15,11390257,8458577,7085996
2020-01-16,13340349,9898772,9757575
2020-01-17,18144097,8375328,14379270
2020-01-20,18144097,8375328,14379270
2020-01-21,17982599,12326616,10814191
2020-01-22,17033140,10680715,12953206
2020-01-23,19605865,10974900,10789804
2020-01-24,18238553,14343406,8797598
2020-01-27,21231010,16137376,9303860
2020-01-28,19664697,11954989,7206362
2020-01-29,14229484,14526485,6656869
2020-01-30,18544663,16276283,9509075
2020-01-31,34282899,21638321,16035687
2020-02-03,27397306,14591740,8731785
2020-02-04,31922057,15017420,7859617
2020-02-05,32099203,14443926,8613192
2020-02-06,16055371,11759932,6201474
2020-02-07,15112535,10401692,5030134
2020-02-10,20934456,12410004,7915417
2020-02-11,14908715,11352065,12132742
2020-02-12,17862134,23898517,8214630
2020-02-13,16949364,30411397,8402366
2020-02-14,10855299,19189545,6401461
2020-02-17,10855299,19189545,6401461
2020-02-18,18954757,17998235,9519205
2020-02-19,12804907,17660373,7536313
2020-02-20,14817238,14551112,7728902
2020-02-21,20315705,18987885,8921118
2020-02-24,32096615,21076854,12503141
2020-02-25,36414538,27736221,22058562
2020-02-26,29812354,26976650,22703552
2020-02-27,48141281,35230801,23516861
2020-02-28,62468380,32563556,24190102
2020-03-02,38127634,23726117,17223730
2020-03-03,50580657,28467075,19991638
2020-03-04,24079615,19274366,14006621
2020-03-05,40788165,19893921,19217981
2020-03-06,55640488,31805326,38969055
2020-03-09,72896300,105292460,104930331
2020-03-10,60376720,103558771,110525340
2020-03-11,52015036,69932111,70594865
2020-03-12,65725310,51908762,73141752
2020-03-13,79891532,46499476,64910364
2020-03-16,48924723,40301328,37309727
2020-03-17,41204445,43146511,34731505
2020-03-18,54036416,37555231,41257229
2020-03-19,49412441,38897535,38092458
2020-03-20,76534632,48008112,50833307
2020-03-23,56952490,32313288,36784043
2020-03-24,61835603,45462996,42020553
2020-03-25,56607669,45456375,55409624
2020-03-26,46754736,50200006,70322564
2020-03-27,51558552,44091858,34675569
2020-03-30,45834987,51862485,44717611
2020-03-31,41491612,45654201,35568418
2020-04-01,36045930,52822623,39837234
2020-04-02,62000162,86465040,79141622
2020-04-03,48425662,69728170,92062316
2020-04-06,41301933,63813571,52068112
2020-04-07,48921827,76558193,54728628
2020-04-08,33355550,60575907,48988571
2020-04-09,60208060,100806160,110851096
2020-04-10,60208060,100806160,110851096
2020-04-13,29651941,56835383,43697484
2020-04-14,30768967,45640891,40661017
2020-04-15,33125000,42160607,47465236
2020-04-16,30933970,40223079,40453931
2020-04-17,40829135,48008481,51691011
2020-04-20,39260780,50013421,74975477
2020-04-21,44381590,41721323,62591153
2020-04-22,27084692,38178656,44568051
2020-04-23,35270950,47762763,55054636
2020-04-24,28667004,52861671,41030017
2020-04-27,28274373,32910601,39972533
2020-04-28,26545071,30201415,46179356
2020-04-29,29502522,49212863,59582825
2020-04-30,37076298,76939689,44491712
2020-05-01,35399315,37538048,36902354
2020-05-04,27465643,31074170,37197387
2020-05-05,29276154,51969938,49502156
2020-05-06,22659018,30065962,57658966
2020-05-07,22160320,41313095,35565380
2020-05-08,19998701,33772204,31352419
2020-05-11,22258025,29104451,22899365
2020-05-12,25439095,46900349,27103709
2020-05-13,30827912,67595822,35258098
2020-05-14,24856521,33303674,32063964
2020-05-15,22445564,35936015,27756356
2020-05-18,32046113,45410758,39943812
2020-05-19,21771647,34827532,28708575
2020-05-20,19352436,36032452,29203145
2020-05-21,19130740,30115771,35671421
2020-05-22,15406404,19179922,26334296
2020-05-25,15406404,19179922,26334296
2020-05-26,20356452,28896742,28032976
2020-05-27,20788290,35656269,31402970
2020-05-28,19705894,46706986,39904917
2020-05-29,25886238,107575361,61378450
2020-06-01,19038401,44238359,36779455
2020-06-02,22318978,36405453,40165924
2020-06-03,23418047,33631195,41191553
2020-06-04,18731361,47124922,39027865
2020-06-05,41328943,65424624,119073438
2020-06-08,33579420,70676913,131285759
2020-06-09,27276943,48244418,71936766
2020-06-10,31156787,38036819,50740462
2020-06-11,39182998,42126054,61262888
2020-06-12,30978124,37745050,44937864
2020-06-15,27929288,30214820,46134008
2020-06-16,26203378,37950695,57504992
2020-06-17,19279402,32768601,38371633
2020-06-18,21478681,19947751,36051693
2020-06-19,48899935,44425607,70262404
2020-06-22,17565387,25006150,30116715
2020-06-23,18916587,24071937,33856844
2020-06-24,27626940,32388609,32321997
2020-06-25,19353595,25389200,23327566
2020-06-26,31518584,28808288,31831922
2020-06-29,17052128,24802815,24504484
2020-06-30,22153616,23412118,26525209
2020-07-01,17290059,24093766,32856677
2020-07-02,18216593,28868050,28133241
2020-07-03,18216593,28868050,28133241
2020-07-06,22692048,36221872,23933246
2020-07-07,17407625,25392509,20117702
2020-07-08,18291392,24066222,20482339
2020-07-09,25881977,24227948,22124580
2020-07-10,18950975,32454199,17584209
2020-07-13,20028282,32414779,21665693
2020-07-14,21444117,32180874,19740497
2020-07-15,17332448,30837805,22801408
2020-07-16,14673677,20631040,15462953
2020-07-17,17965089,24785359,21090995
2020-07-20,18553910,20886538,21260151
2020-07-21,28833574,37245147,44473166
2020-07-22,21345403,23132023,16994332
2020-07-23,17934429,20648208,14044090
2020-07-24,16415314,18246830,12779120
2020-07-27,18547862,21472920,13963307
2020-07-28,19190502,14634031,12859463
2020-07-29,14143181,16081217,16384026
2020-07-30,29901095,20415714,29336448
2020-07-31,32123002,21249455,15454887
2020-08-03,23040541,22435659,22888037
2020-08-04,17724024,24005277,21703229
2020-08-05,17445784,33060129,24675455
2020-08-06,14434935,31515125,18745132
2020-08-07,18757929,28780715,20961254
2020-08-10,24367750,25702967,26718499
2020-08-11,28987456,28332668,41894035
2020-08-12,22508884,20526994,31798825
2020-08-13,17338689,16856163,28459103
2020-08-14,13595695,16328599,21267234
2020-08-17,15554630,22005501,31108817
2020-08-18,13014042,26614689,16758446
2020-08-19,14473088,24296108,18143363
2020-08-20,15678549,23007640,21869735
2020-08-21,25517743,27861279,22665952
2020-08-24,18208876,21120747,18722936
2020-08-25,31285583,17781848,16296264
2020-08-26,26794969,15400135,19787735
2020-08-27,32034320,19257373,20130095
2020-08-28,33477089,18881423,14105842
2020-08-31,25259605,24298754,17913834
2020-09-01,22478197,17461065,23054248
2020-09-02,26413358,24820900,19131811
2020-09-03,28817178,27732797,26076883
2020-09-04,24632503,30189233,22767785
2020-09-07,24632503,30189233,22767785
2020-09-08,38496439,35070664,36644849
2020-09-09,25886147,27643914,22103520
2020-09-10,34381244,35742163,43466333
2020-09-11,26838556,30568174,35175696
2020-09-14,26129942,22333008,25198944
2020-09-15,23724212,22956325,34684755
2020-09-16,30915806,35222200,53219446
2020-09-17,24696211,22619995,27860638
2020-09-18,46853817,49201583,40722917
2020-09-21,35351771,23009037,23028121
2020-09-22,27303218,17571431,17454842
2020-09-23,31251419,20822221,24502805
2020-09-24,26796036,28672830,22870416
2020-09-25,23486012,24451436,30812473
2020-09-28,23396542,25052276,22622609
2020-09-29,20788842,23584779,29576585
2020-09-30,22223657,24668526,23363965
2020-10-01,36890240,25383247,32990258
2020-10-02,32694347,33777365,28572271
2020-10-05,22965210,26467172,24670979
2020-10-06,26731758,29787736,29493835
2020-10-07,23779272,21641171,17454772
2020-10-08,34413653,25876336,27490269
2020-10-09,29228621,23129938,26633443
2020-10-12,17912760,24537299,18540232
2020-10-13,20995131,21208534,15524268
2020-10-14,17756487,23466306,20106746
2020-10-15,23251591,21728163,18906940
2020-10-16,22636950,25005833,19244745
2020-10-19,23645846,28806284,22074745
2020-10-20,23040596,27770559,17400082
2020-10-21,28619325,27318510,22783380
2020-10-22,31831452,29831560,25219240
2020-10-23,27429113,30662123,19872442
2020-10-26,30888694,27976581,26754805
2020-10-27,27100739,29113804,20727699
2020-10-28,42136363,35781593,30986797
2020-10-29,38622834,33146254,28731900
2020-10-30,47897924,28399618,23146458
2020-11-02,40130308,28883791,28544051
2020-11-03,36772973,27651058,19259132
2020-11-04,35410056,48596152,22377014
2020-11-05,30824105,51484419,35111217
2020-11-06,33985603,33393281,21645305
2020-11-09,76879374,63052025,60444831
2020-11-10,49055366,38749014,31413909
2020-11-11,34124484,29621487,28596730
2020-11-12,30955266,25598488,19654880
2020-11-13,29260240,22610827,16907033
2020-11-16,38596815,36501624,24354797
2020-11-17,26521077,31148596,18665692
2020-11-18,31068017,41398464,29659874
2020-11-19,26954361,20316532,20162696
2020-11-20,18359574,30192804,20175001
2020-11-23,29367591,42087002,44957070
2020-11-24,46979252,42252300,54354972
2020-11-25,28178174,27827313,29706242
2020-11-26,28178174,27827313,29706242
2020-11-27,14971948,14842049,13272512
2020-11-30,45614336,33838824,31056448
2020-12-01,32503112,31057693,31362657
2020-12-02,29369501,29016058,33045535
2020-12-03,27038943,35813078,26614756
2020-12-04,28723633,41865943,52874458
2020-12-07,24899416,33211996,32247849
2020-12-08,32573849,36805074,32923837
2020-12-09,37824821,50265655,44634837
2020-12-10,38058672,40089280,52292559
2020-12-11,25478805,25131169,30940995
2020-12-14,30595042,27548642,36149220
2020-12-15,27239694,23523291,26899293
2020-12-16,34273033,25561613,17050819
2020-12-17,21204637,19920749,17630781
2020-12-18,46596771,29291192,38206596
2020-12-21,27869522,24156370,29666912
2020-12-22,21811972,19501918,21538117
2020-12-23,19085878,30780610,24012805
2020-12-24,8039006,15690749,9203916
2020-12-25,8039006,15690749,9203916
2020-12-28,23877548,15446750,14617511
2020-12-29,20287740,16760037,18073982
2020-12-30,23807314,19212903,16517169
2020-12-31,22786478,17295282,15193556
2021-01-01,22786478,17295282,15193556
2021-01-04,27764696,31494314,18497764
2021-01-05,44035135,53060783,37293777
2021-01-06,36484795,44669793,37156358
2021-01-07,29528115,31072421,24299311
2021-01-08,28628224,26139619,18277949
2021-01-11,38290907,26175988,15165878
2021-01-12,36915073,41169166,37326577
2021-01-13,29000268,33794914,19526958
2021-01-14,35474755,34978608,29879133
2021-01-15,42411257,30573860,24701702
2021-01-18,42411257,30573860,24701702
2021-01-19,24932592,26310188,21931362
2021-01-20,22342398,27405691,14736966
2021-01-21,29058601,31878470,19333266
2021-01-22,23264836,26298307,17640740
2021-01-25,26395838,31204353,15398851
2021-01-26,23976788,32866321,19138072
2021-01-27,32410346,29600564,25688406
2021-01-28,24967246,29162179,16438248
2021-01-29,38961077,23929844,19971479
2021-02-01,24412394,17466551,13688032
2021-02-02,31940403,19916740,15513844
2021-02-03,28459278,24983166,18308286
2021-02-04,25280258,16219952,13247133
2021-02-05,34980138,18389570,13227596
2021-02-08,36998718,38537190,31510536
2021-02-09,28976969,31265395,20757110
2021-02-10,25723789,21996692,22400477
2021-02-11,26972159,24546761,15232210
2021-02-12,19756699,20847371,12382017
2021-02-15,19756699,20847371,12382017
2021-02-16,28060142,27051139,19260411
2021-02-17,25552226,21665143,15198397
2021-02-18,20627637,19519490,15311678
2021-02-19,22607163,21488713,14936138
2021-02-22,36435112,46194633,22820583
2021-02-23,33527945,46592727,22587655
2021-02-24,28728642,55156435,27788996
2021-02-25,29670884,37430006,21142463
2021-02-26,35291031,40793626,21626650
2021-03-01,36998309,19955775,16185688
2021-03-02,30302647,20344251,16557003
2021-03-03,35358928,23222302,20382064
2021-03-04,52137543,50408136,39491581
2021-03-05,51429766,48827930,42026530
2021-03-08,38154583,33004955,22684836
2021-03-09,35645897,28078222,23868210
2021-03-10,31579095,25249058,24101753
2021-03-11,24802645,18754907,21984257
2021-03-12,20422690,18642687,16114009
2021-03-15,31263556,19515936,19584618
2021-03-16,30624760,21556076,16895158
2021-03-17,25575478,21229514,16242394
2021-03-18,38622825,29740379,24421040
2021-03-19,84439408,42602314,29558099
2021-03-22,29315083,20010279,14200429
2021-03-23,33493304,36120466,20609389
2021-03-24,29781777,24406038,15596413
2021-03-25,31495919,22668761,18172001
2021-03-26,34226459,26877387,16268520
2021-03-29,21144403,20813914,13907089
2021-03-30,20303427,16489349,9799226
2021-03-31,23686451,18089399,15989670
2021-04-01,23194473,52731229,27311044
2021-04-02,23194473,52731229,27311044
2021-04-05,23264844,27964521,32081284
2021-04-06,18926270,23066326,20232428
2021-04-07,22384956,18930797,14354563
2021-04-08,21999295,16430316,14911138
2021-04-09,20020746,17129116,10378755
2021-04-12,20238760,16323004,15386313
2021-04-13,19370640,13630745,11106498
2021-04-14,28051133,21621849,26392815
2021-04-15,23250269,20896589,13541188
2021-04-16,22752001,16853174,11494808
2021-04-19,21123332,16877797,11162616
2021-04-20,21782054,19791346,18736185
2021-04-21,16625585,21661024,19500133
2021-04-22,21600105,15125341,16448536
2021-04-23,15341434,14908141,10830242
2021-04-26,16083788,12532940,12515570
2021-04-27,19278584,17277347,13876017
2021-04-28,24729795,22038964,20740971
2021-04-29,27318358,16395483,18229984
2021-04-30,30518360,20644622,14842915
2021-05-03,20509578,42995291,13380910
2021-05-04,23522218,20490341,15044734
2021-05-05,31526221,20791987,19853071
2021-05-06,26836752,19953684,14458227
2021-05-07,33610609,20125755,17631399
2021-05-10,31956561,20007489,19188308
2021-05-11,34563768,14195810,30525035
2021-05-12,34426479,20237744,26921896
2021-05-13,24268233,25397245,20686376
2021-05-14,20735400,19198811,19639622
2021-05-17,25282521,17183002,17232129
2021-05-18,25170801,21657576,15992390
2021-05-19,28889805,18254860,18157165
2021-05-20,20692495,15220557,14554213
2021-05-21,20792672,16900656,13212200
2021-05-24,18400267,16280537,13100534
2021-05-25,25616114,16272641,13774199
2021-05-26,21698688,11912066,14084130
2021-05-27,33556026,17811631,19886308
2021-05-28,19250009,12923544,10132126
2021-05-31,19250009,12923544,10132126
2021-06-01,28474171,50922595,27701874
2021-06-02,22978321,26971347,28273094
2021-06-03,20272753,19475448,19504428
2021-06-04,20427829,15845801,16134541
2021-06-07,15477933,11791056,10040786
2021-06-08,28953425,18842469,12127743
2021-06-09,29133005,14647656,15365898
2021-06-10,27488724,18482089,14212478
2021-06-11,17631706,15320734,10863551
2021-06-14,16997233,18756965,13827317
2021-06-15,30717113,17144603,13087667
2021-06-16,24803172,20456346,42712739
2021-06-17,28491845,27904795,39315207
2021-06-18,39590708,23417622,24074329
2021-06-21,33145434,19783922,18633602
2021-06-22,25140396,15430457,15195904
2021-06-23,20701591,14427533,24067581
2021-06-24,19568378,11356427,15182233
2021-06-25,18438313,17629476,25211899
2021-06-28,20570045,18243429,17426071
2021-06-29,19579251,13127899,15618960
2021-06-30,17875493,16963551,12823912
2021-07-01,22530263,26934145,23100194
2021-07-02,14569537,13780600,10670928
2021-07-05,14569537,13780600,10670928
2021-07-06,22110788,18153770,21467044
2021-07-07,21671385,14948013,20238500
2021-07-08,18935949,15038911,16379095
2021-07-09,20085985,11774937,13108843
2021-07-12,21809420,12835416,11171527
2021-07-13,17147347,13440374,11039488
2021-07-14,21573590,20020055,22822468
2021-07-15,15851096,16623192,18361001
2021-07-16,27049513,18247417,18512290
2021-07-19,37969064,21676093,28376776
2021-07-20,26756115,13810576,17071011
2021-07-21,20908727,17904638,19629300
2021-07-22,13493809,13180397,12459562
2021-07-23,14088194,11639611,9502506
2021-07-26,18387606,18646301,11080817
2021-07-27,16861419,19398196,12870381
2021-07-28,16855288,15957165,11767747
2021-07-29,18607819,14516671,11718236
2021-07-30,28652808,12413336,15123264
2021-08-02,20873766,16809175,13879968
2021-08-03,18208175,18169173,15215289
2021-08-04,20868323,25777485,20780168
2021-08-05,15180188,22674648,12976216
2021-08-06,14888494,17117648,12862475
2021-08-09,17828210,11800538,12029116
2021-08-10,16340241,14036923,13269637
2021-08-11,18278629,11945349,15265573
2021-08-12,19227450,8922513,9253552
2021-08-13,20062990,8919069,12000881
2021-08-16,16969045,10813512,16371446
2021-08-17,16243655,10929016,15987819
2021-08-18,21890519,15006746,15233183
2021-08-19,30923509,19154233,26408141
2021-08-20,16918278,12764553,18519024
2021-08-23,21632614,11866071,17577571
2021-08-24,17915557,11274040,15360034
2021-08-25,13270317,16486545,10024451
2021-08-26,11842622,11757442,11491018
2021-08-27,15822454,14980289,17295256
2021-08-30,14086122,11325679,10804446
2021-08-31,27104134,15364923,17367683
2021-09-01,21644066,32757341,14779525
2021-09-02,23302226,21425016,21151865
2021-09-03,13847890,13347915,13461719
2021-09-06,13847890,13347915,13461719
2021-09-07,14356405,9966045,11338299
2021-09-08,18756725,13006464,12672590
2021-09-09,19110784,12444506,12905253
2021-09-10,15123693,10357848,10690172
2021-09-13,22052269,22217629,22818817
2021-09-14,19940299,15456021,16350342
2021-09-15,23240876,21256677,25212410
2021-09-16,17907200,15808250,13235170
2021-09-17,30034434,27428076,25235993
2021-09-20,27555060,20129699,20469985
2021-09-21,19696793,14418782,12866206
2021-09-22,25690630,22638875,21793420
2021-09-23,23069407,20734784,17427986
2021-09-24,22328565,16952197,13473789
2021-09-27,32972244,27146470,26376700
2021-09-28,37619271,26275513,29296291
2021-09-29,23422802,17686979,16325025
2021-09-30,31289624,21535028,19182661
2021-10-01,24407339,20150741,19625070
2021-10-04,33946677,32255171,25391782
2021-10-05,29641561,30984249,27604486
2021-10-06,25284920,24086421,22400601
2021-10-07,19513600,20035242,21848876
2021-10-08,22186890,21445940,20246908
2021-10-11,22121487,21645275,21394944
2021-10-12,20198556,16109514,15502163
2021-10-13,14991717,16956490,14943948
2021-10-14,18594501,16683390,17846836
2021-10-15,16092605,12688083,14781603
2021-10-18,18282798,25311221,25900791
2021-10-19,18933153,18508050,13006205
2021-10-20,14305157,13180878,15636573
2021-10-21,16564635,15321832,14869306
2021-10-22,14266846,13395231,15000961
2021-10-25,17939771,19294698,19253696
2021-10-26,25585099,13375735,15398121
2021-10-27,21764456,16673845,20124769
2021-10-28,16626405,12798486,12039168
2021-10-29,23966325,14213130,13346473
2021-11-01,19656447,20675870,14134073
2021-11-02,16300049,16084011,11557958
2021-11-03,17372767,22340033,13783969
2021-11-04,17720122,28649762,20375392
2021-11-05,18565134,17876140,18862583
2021-11-08,17696033,14899844,14267474
2021-11-09,18781338,14112961,13200068
2021-11-10,20177215,13005588,17560966
2021-11-11,13319297,10489244,10684973
2021-11-12,18158875,10013509,10241314
2021-11-15,18849164,13536243,10287627
2021-11-16,17028697,11005765,10348517
2021-11-17,15496983,17086011,14406073
2021-11-18,16948183,16008937,12789728
2021-11-19,32035483,21467629,19311137
2021-11-22,21998749,20558895,16567328
2021-11-23,21185932,19850678,21492547
2021-11-24,15869658,12769714,11491014
2021-11-25,15869658,12769714,11491014
2021-11-26,24979586,16100242,22787824
2021-11-29,18946364,17171033,15448122
2021-11-30,34979825,22593947,20779594
2021-12-01,30670130,23209536,19018772
2021-12-02,29216045,19934977,18877793
2021-12-03,22014734,18160479,15148793
2021-12-06,19210511,17251512,11188796
2021-12-07,19800377,14501145,13643812
2021-12-08,18214420,11885785,11473683
2021-12-09,16910332,13295336,9111662
2021-12-10,17942383,16527568,9672303
2021-12-13,17793708,16575837,12525655
2021-12-14,22551145,15032988,14116384
2021-12-15,19961862,16826876,19091740
2021-12-16,21187783,18930460,13027229
2021-12-17,44454945,27414480,23540994
2021-12-20,21819305,24367861,21316192
2021-12-21,19798891,14551432,13116158
2021-12-22,14058338,11451607,8381044
2021-12-23,13543291,10042692,8401591
2021-12-24,13543291,10042692,8401591
2021-12-27,12596340,11399273,8380047
2021-12-28,12786873,11955249,9545606
2021-12-29,12733601,13565472,11311012
2021-12-30,11940294,13706565,9509485
2021-12-31,14071965,13908152,8669155
2022-01-03,24290187,17406295,15095852
2022-01-04,38584046,21083320,26692372
2022-01-05,34033275,17499100,21157260
2022-01-06,30668514,20003350,18528246
2022-01-07,23985401,16403305,14884484
2022-01-10,22760316,20807019,17609662
2022-01-11,32936140,20872143,20876121
2022-01-12,23045051,16779853,15501767
2022-01-13,21043176,20090888,13529490
2022-01-14,23012866,17997349,19566035
2022-01-17,23012866,17997349,19566035
2022-01-18,32862824,26563516,24419099
2022-01-19,26431636,17325259,18393252
2022-01-20,26774550,17616663,16099275
2022-01-21,35120462,18710904,18434140
2022-01-24,41576131,18582085,23742862
2022-01-25,39278417,23109060,28095586
2022-01-26,35252385,25351682,25911607
2022-01-27,29174687,22988205,21102662
2022-01-28,30595660,18523114,16658181
2022-01-31,36085479,16405788,16469302
2022-02-01,61033081,23226387,20514773
2022-02-02,30299322,16564701,14752748
2022-02-03,28529399,15075341,22557478
2022-02-04,32197543,24793979,23757400
2022-02-07,34949215,17712505,15544015
2022-02-08,34356264,17873591,20307525
2022-02-09,40106115,15944426,16412010
2022-02-10,28527663,23382621,17756306
2022-02-11,42002092,24585818,24477906
2022-02-14,34652780,21400999,21485913
2022-02-15,25089507,23041410,23618152
2022-02-16,21733753,23016361,18292088
2022-02-17,23738816,29767946,15162786
2022-02-18,23394776,16955096,14462708
2022-02-21,23394776,16955096,14462708
2022-02-22,35947769,27308383,20757170
2022-02-23,25385006,16253109,15379390
2022-02-24,46199851,25532981,32173767
2022-02-25,28310258,19569443,29780441
2022-02-28,32204637,25636103,50039517
2022-03-01,40002342,29242001,68949820
2022-03-02,44321369,25177496,51230106
2022-03-03,30196611,19205521,43690512
2022-03-04,42844527,33011531,101759603
2022-03-07,55207908,35914435,81361215
2022-03-08,72082261,42319371,81141767
2022-03-09,65466651,39085192,134668989
2022-03-10,44644244,25204398,81812591
2022-03-11,35303368,19994182,48469639
2022-03-14,37462621,25507964,53706914
2022-03-15,47957901,25237932,49163860
2022-03-16,37812299,21050300,43406316
2022-03-17,34041918,22979064,59355480
2022-03-18,41461477,25463045,40835935
2022-03-21,33089287,25701204,52222959
2022-03-22,23132202,27921633,35853513
2022-03-23,27716309,17712203,39139724
2022-03-24,19871630,20078020,28409085
2022-03-25,22408177,22524556,37749900
2022-03-28,21552383,18026385,24924672
2022-03-29,27036251,21418398,29111203
2022-03-30,22079009,16764289,26068990
2022-03-31,27861456,19878996,32217545
2022-04-01,18671077,13426601,21019029
2022-04-04,20880035,15855615,19371054
2022-04-05,21753103,17598161,22939267
2022-04-06,24768200,15855610,27902977
2022-04-07,26121980,15240638,24408341
2022-04-08,24866507,16068360,41639002
2022-04-11,21800100,18394198,27618031
2022-04-12,22444175,22238196,26820867
2022-04-13,19306829,18273515,21358382
2022-04-14,24566440,16234913,18789385
2022-04-15,24566440,16234913,18789385
2022-04-18,19032299,15965842,30802492
2022-04-19,20382626,16671437,19514640
2022-04-20,20689408,20115515,20837836
2022-04-21,29010859,20775605,32050433
2022-04-22,23591604,16638904,22816947
